bathrooms,bedrooms,ber,latitude,longitude,monthly_price,is_apartment
2.0,3.0,C2,53.337811,-6.24448,3449,False
1.0,1.0,B3,53.339943,-6.246768,2001,True
2.0,3.0,C1,53.327531,-6.238508,3300,True
2.0,2.0,B3,53.330603,-6.219143,2564,True
2.0,2.0,C1,53.40021,-6.276965,2000,True
2.0,2.0,B3,53.330603,-6.219143,2267,True
2.0,2.0,C2,53.293384,-6.133965,3250,True
3.0,5.0,C1,53.296192,-6.293646,4250,False
2.0,2.0,A3,53.299569,-6.206373,2750,True
1.0,2.0,D2,53.318596,-6.215143,2500,True
2.0,2.0,D2,53.280629,-6.119197,2350,False
2.0,2.0,B1,53.247908355393,-6.1449119113622,2198,True
2.0,2.0,B2,53.281347,-6.243452,2757,True
2.0,2.0,C1,53.371421,-6.370151,2400,True
2.0,2.0,B1,53.331971,-6.271539,4246,False
2.0,3.0,B3,53.22656,-6.127829,2995,False
1.0,2.0,A2,53.344764,-6.242747,3368,True
1.0,1.0,SI_666,53.324049,-6.26842,1500,True
2.0,2.0,D1,53.328816,-6.23993,5000,True
1.0,3.0,B3,53.325911,-6.216597,4068,False
1.0,2.0,G,53.338402,-6.235939,2511,False
2.0,2.0,A3,53.344785,-6.242385,3468,True
2.0,2.0,C2,53.291976,-6.130093,3750,True
2.0,2.0,A2,53.344186,-6.231576,3500,True
1.0,2.0,C1,53.350247,-6.238833,2500,True
1.0,2.0,D2,53.318211,-6.237844,3000,True
1.0,1.0,B2,53.294678,-6.136347,2000,True
1.0,2.0,C3,53.322253,-6.238208,4408,False
1.0,2.0,D1,53.34909917381293,-6.242421487488713,2700,True
2.0,2.0,A2,53.28603,-6.14102,2495,True
2.0,2.0,A2,53.344785,-6.242385,2943,True
1.0,2.0,D1,53.293777,-6.159564,2600,True
3.0,4.0,C3,53.325194,-6.220992,4400,False
3.0,3.0,A3,53.333031,-6.238506,4950,False
2.0,2.0,B2,53.330822,-6.232652,2817,True
1.0,1.0,SI_666,53.336565,-6.238252,1850,True
1.0,2.0,C2,53.266701,-6.131436,2300,False
2.0,5.0,D1,53.365522,-6.194802,4500,False
2.0,3.0,B3,53.325251,-6.211033,5000,False
3.0,4.0,B3,53.368161,-6.214872,4500,False
2.0,2.0,A3,53.327515,-6.244903,4000,False
2.0,3.0,D2,53.319159,-6.258196,3707,False
1.0,1.0,D1,53.331403,-6.261173,2300,True
1.0,2.0,B2,53.329845,-6.286063,2300,True
1.0,2.0,D2,53.245501,-6.121857,2300,False
2.0,4.0,B3,53.314437,-6.250389,3900,True
2.0,2.0,A2,53.290093,-6.194076,2900,True
1.0,1.0,E2,53.342681,-6.24512,2066,False
2.0,2.0,SI_666,53.403718,-6.252195,2400,True
1.0,3.0,SI_666,53.390466,-6.241176,2600,False
1.0,1.0,SI_666,53.342777,-6.293184,1881,True
1.0,1.0,SI_666,53.340971,-6.315263,1845,True
2.0,2.0,C1,53.326665,-6.221292,2924,True
1.0,1.0,SI_666,53.400862,-6.26271,1900,True
2.0,2.0,B1,53.37962828494835,-6.161653213659434,2225,True
1.0,2.0,SI_666,53.293739,-6.163946,1885,True
2.0,3.0,SI_666,53.270326,-6.122014,3250,False
2.0,3.0,SI_666,53.245629,-6.158131,3328,False
2.0,2.0,C2,53.329786,-6.25018,3950,True
1.0,1.0,D2,53.327582,-6.24356,1974,True
2.0,2.0,B1,53.379915,-6.161134,2610,True
1.0,2.0,E1,53.327475,-6.222694,2450,True
2.0,3.0,C1,53.257997,-6.196246,2755,False
2.0,2.0,D2,53.328828,-6.250805,2850,True
3.0,3.0,A1,53.26656,-6.144512,3526,False
1.0,2.0,C3,53.296626,-6.160895,2500,False
1.0,2.0,E2,53.330519,-6.285279,2400,False
,1.0,SI_666,53.332609,-6.259715,1995,False
1.0,1.0,B1,53.337245,-6.229963,2200,True
1.0,3.0,E1,53.368768458324,-6.2356376705324,3000,False
,1.0,A1,53.3576012,-6.2897202,1070,False
2.0,2.0,B1,53.30818585,-6.19584378,2900,True
2.0,3.0,C3,53.388985,-6.408329,2600,False
2.0,2.0,B2,53.256874611967135,-6.115044884874294,3800,True
2.0,3.0,D1,53.280688,-6.136661,2800,False
2.0,2.0,B3,53.24641074737664,-6.182112494575819,2400,True
2.0,2.0,C1,53.343083,-6.240809,3000,True
1.0,3.0,C3,53.262522897462446,-6.16356764906979,2350,False
2.0,2.0,B3,53.256833469884015,-6.114906803922253,4000,True
2.0,2.0,C1,53.343083,-6.240809,2800,True
3.0,2.0,C1,53.309693,-6.202081,3900,False
,1.0,SI_666,53.324835919119,-6.2410212539673,1400,False
2.0,2.0,B2,53.300264,-6.204871,2600,True
2.0,2.0,C1,53.40558,-6.287201,2450,True
1.0,2.0,D1,53.311109,-6.215794,2346,True
1.0,3.0,D1,53.374912,-6.388287,2470,False
2.0,2.0,B3,53.299148,-6.204578,3000,True
1.0,2.0,C1,53.338592,-6.24148,2102,True
1.0,2.0,E1,53.318446,-6.21446,2500,True
1.0,1.0,E2,53.340819,-6.274988,1516,True
3.0,3.0,SI_666,53.335781,-6.254146,5000,False
1.0,3.0,B2,53.350478308666,-6.2812782216809,2950,True
2.0,2.0,C1,53.343083,-6.240809,2800,True
,1.0,D1,53.366269832199,-6.2713518986914,1350,False
1.0,1.0,C3,53.311659802012,-6.2741955771627,1900,True
3.0,3.0,C3,53.391908492858,-6.369444586063,2550,False
1.0,1.0,D2,53.342858933485,-6.2719513787906,1750,True
3.0,3.0,C3,53.373021282713,-6.362901787896,2600,False
2.0,3.0,B1,53.3084188,-6.26003,3750,False
2.0,5.0,D1,53.278171,-6.175808,4500,False
1.0,1.0,C3,53.34116,-6.259204,1993,True
2.0,5.0,D2,53.279289,-6.19144,4500,False
1.0,2.0,C3,53.269103,-6.142912,2300,True
1.0,1.0,SI_666,53.356403553722,-6.2602931552141,1600,True
1.0,3.0,D2,53.330417,-6.250014,2922,True
1.0,,D2,53.348053,-6.303046,2553,True
2.0,3.0,C2,53.323461,-6.235957,3250,False
1.0,2.0,E2,53.353863,-6.259638,1704,True
2.0,2.0,C2,53.349377,-6.241906,2138,True
1.0,1.0,G,53.355931,-6.272854,1725,True
2.0,3.0,C1,53.297589,-6.195323,2080,True
1.0,2.0,C1,53.283286,-6.243231,2250,True
2.0,2.0,,53.347161,-6.29484,1985,True
,1.0,SI_666,53.330226224497,-6.2362016956447,1435,False
2.0,2.0,B1,53.339242977006336,-6.24175266835536,2780,False
1.0,1.0,B3,53.310039537222,-6.2789111584425,2200,True
,1.0,B1,53.330341374733,-6.3396904372465,1500,False
1.0,2.0,B3,53.278618,-6.216283,2500,True
1.0,2.0,C1,53.343809,-6.276247,2300,True
1.0,1.0,SI_666,53.316388,-6.397488,1650,True
1.0,2.0,SI_666,53.336679,-6.234902,2700,True
3.0,3.0,B1,53.3957877,-6.3221644,2800,False
2.0,2.0,C1,53.238422,-6.116488,2300,True
1.0,2.0,B2,53.341549,-6.272888,2518,True
3.0,3.0,B3,53.329779,-6.245894,5000,False
2.0,2.0,B2,53.344069,-6.234257,3400,True
1.0,2.0,A3,53.345175,-6.243076,3100,True
1.0,1.0,SI_666,53.331233,-6.243624,2650,True
2.0,2.0,F,53.341173,-6.232418,2600,False
2.0,2.0,C2,53.347819,-6.279393,2600,True
1.0,1.0,A3,53.345404,-6.243538,2370,True
2.0,3.0,C3,53.365303,-6.259273,2800,True
1.0,1.0,A3,53.345382,-6.243067,2550,True
2.0,2.0,C2,53.32626706939433,-6.244476804122371,2750,True
2.0,3.0,SI_666,53.331433,-6.265647,4250,False
1.0,1.0,A3,53.345382,-6.243067,2550,True
2.0,2.0,B1,53.336927911086,-6.2728645578084,3214,True
1.0,3.0,D1,53.377344,-6.199815,3250,False
1.0,2.0,SI_666,53.357885,-6.2677,2700,True
2.0,2.0,C1,53.292438393954,-6.2777108699083,2100,True
2.0,2.0,C2,53.380204,-6.400466,1867,True
1.0,2.0,C1,53.402515,-6.153983,2300,True
1.0,1.0,E1,53.345664,-6.283511,1775,True
3.0,2.0,A2,53.264915,-6.204996,3000,False
1.0,1.0,SI_666,53.357885,-6.2677,1600,True
2.0,3.0,D2,53.329313312,-6.246617304,3700,False
2.0,3.0,D1,53.330158,-6.285919,3000,True
1.0,2.0,C3,53.341508,-6.273182,2400,False
1.0,1.0,B2,53.320659,-6.290415,1850,True
1.0,2.0,SI_666,53.342616,-6.216399,2400,False
1.0,1.0,C3,53.264045,-6.140764,1160,True
1.0,1.0,SI_666,53.340689,-6.27889,1850,False
2.0,3.0,B3,53.319271,-6.238369,3000,False
1.0,1.0,C3,53.374693467791,-6.1989425195654,1775,True
1.0,1.0,D2,53.346421,-6.275717,2100,True
1.0,2.0,B3,53.278618,-6.216283,2600,True
1.0,3.0,C1,53.358916232153,-6.1927323331186,3000,False
1.0,2.0,D1,53.376685,-6.316339,2200,True
1.0,1.0,A1,53.37242175546389,-6.19497612118721,985,True
2.0,2.0,C1,53.349436,-6.239467,2750,True
2.0,2.0,C3,53.338922,-6.235775,2800,True
1.0,1.0,C3,53.337847,-6.286632,2250,True
2.0,2.0,C3,53.3002615,-6.2320394,2428,True
1.0,1.0,SI_666,53.338898078896,-6.3056328222595,1900,True
1.0,1.0,D1,53.364192,-6.245409,1900,True
2.0,3.0,C1,53.329564,-6.215681,2850,False
2.0,2.0,C1,53.349636,-6.231599,2600,True
2.0,2.0,C2,53.295330016724,-6.146373521418,2375,True
2.0,3.0,C2,53.374075,-6.206641,3000,False
2.0,2.0,B3,53.299511,-6.18817,2102,True
1.0,2.0,D2,53.350146,-6.281644,1800,True
2.0,2.0,B2,53.299518510905,-6.2678458965639,2000,True
1.0,1.0,SI_666,53.312769,-6.278716,1600,True
2.0,2.0,A3,53.287193,-6.179035,3795,False
2.0,2.0,B3,53.282334,-6.243043,2795,True
1.0,2.0,SI_666,53.389334,-6.409161,1938,False
2.0,2.0,B2,53.345464,-6.239033,2800,True
1.0,2.0,E1,53.293024,-6.16362,2136,True
3.0,5.0,E1,53.290483,-6.15356,3900,False
2.0,4.0,D2,53.374597,-6.383446,4100,False
2.0,5.0,G,53.389826,-6.267173,4500,False
,1.0,D1,53.356698,-6.255951,850,False
2.0,2.0,SI_666,53.346051881,-6.254444173,2900,True
2.0,2.0,C3,53.365269,-6.258611,1982,True
,1.0,SI_666,53.388514,-6.167089,900,False
1.0,2.0,C3,53.334103,-6.291179,2350,True
,1.0,SI_666,53.3596413,-6.2933836,1700,False
,1.0,SI_666,53.316630796641,-6.268973036663,1550,False
1.0,2.0,D1,53.313539,-6.322414,2040,True
1.0,1.0,C1,53.28125066575299,-6.19568457624473,1696,True
1.0,2.0,D2,53.382903,-6.199385,2600,False
2.0,2.0,D1,53.380622,-6.207295,2400,False
1.0,2.0,SI_666,53.234432,-6.116559,1800,True
2.0,2.0,C3,53.308289,-6.198061,2800,False
2.0,2.0,B2,53.28187035798467,-6.238838288853202,2725,True
1.0,2.0,C1,53.34993,-6.282369,2230,True
2.0,2.0,C1,53.270896,-6.375439,2200,True
1.0,1.0,SI_666,53.332995,-6.214723,2250,True
1.0,1.0,C3,53.340506,-6.236936,2146,True
1.0,1.0,SI_666,53.351223,-6.275551,2200,True
1.0,4.0,D1,53.363446222711,-6.2805796684621,3700,False
1.0,2.0,C2,53.342715,-6.236459,2750,True
1.0,2.0,E2,53.356324,-6.265311,2300,True
2.0,3.0,E1,53.390179,-6.188379,2700,False
1.0,1.0,SI_666,53.352365,-6.29735,1650,True
2.0,2.0,A3,53.350485,-6.24691,2500,True
2.0,2.0,A3,53.344298,-6.243696,3000,True
2.0,2.0,E1,53.292650262874,-6.193141542316,2100,True
1.0,2.0,D2,53.292872,-6.15356,2250,False
2.0,3.0,C1,53.3627146,-6.4506031,3000,True
2.0,2.0,B3,53.329213,-6.272535,1978,True
2.0,2.0,C2,53.333674,-6.229129,2800,True
2.0,2.0,SI_666,53.318411,-6.374249,1814,True
1.0,2.0,E1,53.374395,-6.199477,2400,True
1.0,3.0,E2,53.281847,-6.226503,3000,False
2.0,2.0,C1,53.312761,-6.249424,1845,True
1.0,2.0,D2,53.298977,-6.194288,2400,True
3.0,4.0,C1,53.285836,-6.167594,3100,False
2.0,2.0,C1,53.2928198,-6.2792988,2450,True
1.0,3.0,SI_666,53.322714028277,-6.3947662350783,2000,False
2.0,2.0,C1,53.391962,-6.375607,2150,True
2.0,2.0,B2,53.3724,-6.333862,2250,True
1.0,2.0,SI_666,53.339797,-6.272675,1872,True
1.0,2.0,SI_666,53.330237711505,-6.2716599125457,1700,True
1.0,1.0,B3,53.34549,-6.251915,2000,True
1.0,3.0,C2,53.343137812232,-6.2753825780744,3000,True
1.0,1.0,SI_666,53.376352456434,-6.3321848356882,1875,True
1.0,2.0,D1,53.319494,-6.238873,3214,False
1.0,1.0,B3,53.277778,-6.210629,2000,True
1.0,2.0,SI_666,53.341818,-6.264738,2850,True
1.0,1.0,SI_666,53.347163,-6.263113,2050,True
1.0,1.0,C3,53.33449,-6.255655,2500,True
1.0,2.0,A3,53.261606,-6.225281,1200,True
,1.0,SI_666,53.284208,-6.354939,1285,False
2.0,2.0,B3,53.300113,-6.294053,2287,True
1.0,1.0,C3,53.326525,-6.232325,2237,True
2.0,2.0,C3,53.326525,-6.232325,4023,True
3.0,5.0,C3,53.309671,-6.295658,4500,False
1.0,1.0,SI_666,53.287379,-6.362604,1500,True
1.0,1.0,C3,53.350322830037,-6.2575659029361,2150,True
1.0,2.0,SI_666,53.361134,-6.248151,2250,True
1.0,1.0,C3,53.349607256912,-6.2431593039922,2350,True
2.0,4.0,D2,53.271483,-6.129042,3000,False
1.0,1.0,C2,53.2270969,-6.1264758,1450,True
2.0,4.0,B3,53.295328,-6.19731,4000,False
2.0,3.0,B2,53.344543,-6.268741,3750,True
3.0,3.0,C1,53.313778,-6.250328,4550,True
3.0,3.0,SI_666,53.3195664,-6.2538482,5000,False
2.0,4.0,SI_666,53.389744,-6.258098,3200,False
2.0,2.0,B2,53.281732529201,-6.2425755100064,2200,True
1.0,2.0,E1,53.359336358399,-6.2595788765199,2190,True
1.0,2.0,SI_666,53.357547,-6.252634,2900,True
1.0,1.0,C3,53.31003172465,-6.2797379493713,1800,True
1.0,1.0,B1,53.378426797975,-6.2398971769992,1495,True
1.0,2.0,C1,53.319103,-6.209778,2700,True
2.0,3.0,C1,53.33751843604,-6.2910575956056,3250,False
1.0,1.0,B2,53.300029080036,-6.1791817094183,2300,True
2.0,2.0,C1,53.342853,-6.240524,2695,True
3.0,3.0,B2,53.307909984455,-6.2620752275478,4450,True
2.0,2.0,C1,53.3415908,-6.3019711,2300,True
1.0,1.0,B1,53.3546522,-6.2502435,1550,True
1.0,1.0,SI_666,53.33445473593,-6.2649908850619,2300,True
1.0,1.0,C2,53.3392691,-6.2346876,2150,True
1.0,2.0,C3,53.344954,-6.248351,2700,False
2.0,1.0,C3,53.349171911444,-6.2303800317383,1664,True
1.0,1.0,SI_666,53.338592,-6.24148,2200,True
1.0,1.0,A2,53.345740701634,-6.237530708313,2300,True
1.0,1.0,SI_666,53.34003721577,-6.3038564441899,1350,True
1.0,2.0,D1,53.342143,-6.296644,1669,True
1.0,1.0,SI_666,53.358035,-6.292724,1750,True
3.0,3.0,C3,53.278355,-6.21606,3260,True
2.0,3.0,D2,53.368691,-6.203098,3500,False
1.0,1.0,A3,53.347950368565,-6.2330068106454,2340,True
2.0,2.0,SI_666,53.338738,-6.237199,2900,True
2.0,2.0,SI_666,53.338759521726,-6.2351923020586,3800,True
2.0,2.0,SI_666,53.388301,-6.071973,2500,True
1.0,1.0,C2,53.338654,-6.235205,2055,True
1.0,1.0,SI_666,53.343178,-6.276444,2100,True
,1.0,C3,53.355406,-6.266031,2136,False
2.0,2.0,SI_666,53.367971,-6.259173,2400,True
1.0,1.0,SI_666,53.351894,-6.269593,2050,True
2.0,2.0,A2,53.259168,-6.203241,2590,True
1.0,2.0,C3,53.394321,-6.407129,1900,False
,1.0,SI_666,53.318142,-6.270301,950,False
1.0,2.0,C1,53.322889,-6.230599,2100,True
2.0,4.0,C2,53.333857,-6.237579,4000,False
1.0,1.0,D1,53.361314,-6.261349,1450,True
1.0,1.0,B2,53.343408,-6.244062,1950,True
1.0,2.0,C3,53.278163,-6.414847,2050,True
3.0,3.0,C2,53.341324,-6.416589,3000,False
1.0,2.0,C1,53.360670683501,-6.237597897557,1900,True
1.0,1.0,SI_666,53.342482,-6.249588,2250,True
2.0,2.0,B1,53.322952965814,-6.2800168991089,2800,True
2.0,2.0,B1,53.30134778992,-6.2963489722356,3200,True
,1.0,SI_666,53.320105,-6.265415,1245,False
,1.0,B2,53.281405,-6.384908,1250,False
1.0,3.0,SI_666,53.3658165,-6.2135674,2250,True
1.0,3.0,C3,53.2846161,-6.4109109,1891,False
1.0,1.0,D1,53.350978,-6.250562,2000,True
3.0,2.0,A3,53.312326,-6.202748,3290,True
3.0,2.0,A3,53.311975,-6.203174,3390,True
2.0,2.0,C1,53.3043196,-6.3030527,2500,True
1.0,5.0,D2,53.280450646871,-6.2101371015528,4500,False
3.0,4.0,D1,53.383658168500176,-6.424297365591343,4200,False
2.0,2.0,C1,53.363769,-6.24874,2250,True
1.0,2.0,D2,53.318332,-6.215614,2700,True
2.0,2.0,B3,53.3852793,-6.186303,2449,True
,1.0,D2,53.342265,-6.26482,1265,False
1.0,3.0,E1,53.345774,-6.284119,2506,True
2.0,2.0,D2,53.379543,-6.399829,2395,True
1.0,1.0,SI_666,53.327648,-6.273942,1750,False
1.0,1.0,B2,53.37731080247,-6.3250515534134,1850,True
2.0,2.0,E1,53.359635201877,-6.3601508667621,2700,False
2.0,3.0,A2,53.27214,-6.105848,4500,False
1.0,2.0,C3,53.289241,-6.14332,2050,True
2.0,2.0,C1,53.371421,-6.370151,2400,True
1.0,1.0,B2,53.260163,-6.223142,1800,True
,1.0,E2,53.369548,-6.26889,950,False
1.0,2.0,SI_666,53.360418,-6.263134,1950,False
1.0,3.0,SI_666,53.298382,-6.258658,2371,False
1.0,2.0,C1,53.35022,-6.3482,2350,False
2.0,4.0,E1,53.2758392181,-6.1074806040759,3900,False
2.0,2.0,C2,53.4058739474,-6.2499613262357,2300,True
1.0,1.0,A1,53.2783991,-6.2150505,1750,True
2.0,2.0,C2,53.336614,-6.24023,2950,False
1.0,2.0,C2,53.404384,-6.293888,1644,True
1.0,2.0,D1,53.3512944,-6.2763949,1766,True
2.0,2.0,C3,53.341531,-6.314539,2100,True
2.0,4.0,C1,53.341509,-6.232795,4500,False
,1.0,SI_666,53.324874,-6.41288,857,False
1.0,1.0,E2,53.330505,-6.235912,2400,True
3.0,2.0,C3,53.336578,-6.224425,2500,False
2.0,3.0,D1,53.32307433173867,-6.287303703041459,2770,False
1.0,1.0,B1,53.279949,-6.316463,1850,True
2.0,2.0,C1,53.28068406879,-6.2435310223848,2331,True
,1.0,SI_666,53.328536,-6.264228,1400,False
3.0,4.0,C2,53.238057,-6.15924,3475,False
2.0,2.0,C3,53.342141,-6.313735,2170,True
1.0,1.0,B2,53.281882,-6.291748,1450,False
2.0,2.0,SI_666,53.322110987252,-6.265979141494,4000,True
1.0,2.0,B3,53.346791190923,-6.3089504752168,2000,True
1.0,1.0,C1,53.329927,-6.2859286,1750,True
2.0,3.0,D1,53.377477796625,-6.1915181247224,2700,False
2.0,2.0,C3,53.299250638971,-6.187188883833,4000,True
2.0,2.0,B3,53.329765653661,-6.231358824315,3100,True
2.0,4.0,C1,53.361035,-6.188519,4000,False
1.0,1.0,C3,53.346292,-6.283287,1850,True
2.0,2.0,A2,53.285641,-6.140753,2795,True
1.0,2.0,C3,53.343687,-6.243927,2700,True
1.0,3.0,D1,53.271474,-6.121717,2750,False
2.0,2.0,B2,53.349894,-6.239258,2475,True
3.0,3.0,B1,53.247705257155,-6.179628521204,2700,False
2.0,2.0,C1,53.342098,-6.314104,2144,True
1.0,1.0,A2,53.24267258817224,-6.191171328304307,1875,True
2.0,2.0,A2,53.24267258817224,-6.191171328304307,2250,True
1.0,1.0,A1,53.3193336810545,-6.248271768122493,2500,True
